"Estado","Ano","Tipo","Mes","value"
"Jalisco","2005","General","Jul",4097
"Mexico","2005","General","Jul",423
"Michoacan","2005","General","Jul",2123
"Morelos","2005","General","Jul",2431
"Nayarit","2005","General","Jul",1293
"NuevoLeon","2005","General","Jul",25
"Oaxaca","2005","General","Jul",388
"Puebla","2005","General","Jul",1276
"Queretaro","2005","General","Jul",302
"QuintanaRoo","2005","General","Jul",12
"SanLuisPotosi","2005","General","Jul",46
"Sinaloa","2005","General","Jul",681
"Sonora","2005","General","Jul",738
"Tabasco","2005","General","Jul",3
"Tamaulipas","2005","General","Jul",31
"Tlaxcala","2005","General","Jul",3
"Veracruz","2005","General","Jul",15
"Yucatan","2005","General","Jul",3
"Zacatecas","2005","General","Jul",325
"Total","2005","General","Jul",20716
"Aguascalientes","2006","General","Jul",160
"BajaCalifornia","2006","General","Jul",25
"BajaCaliforniaSur","2006","General","Jul",23
"Campeche","2006","General","Jul",3
"Coahuila","2006","General","Jul",19
"Colima","2006","General","Jul",812
"Chiapas","2006","General","Jul",17
"Chihuahua","2006","General","Jul",36
"DistritoFederal","2006","General","Jul",33
"Durango","2006","General","Jul",639
"Guanajuato","2006","General","Jul",2340
"Guerrero","2006","General","Jul",3092
"Hidalgo","2006","General","Jul",30
"Jalisco","2006","General","Jul",4409
"Mexico","2006","General","Jul",405
"Michoacan","2006","General","Jul",2204
"Morelos","2006","General","Jul",2288
"Nayarit","2006","General","Jul",1433
"NuevoLeon","2006","General","Jul",15
"Oaxaca","2006","General","Jul",361
"Puebla","2006","General","Jul",1277
"Queretaro","2006","General","Jul",317
"QuintanaRoo","2006","General","Jul",16
"SanLuisPotosi","2006","General","Jul",39
"Sinaloa","2006","General","Jul",714
"Sonora","2006","General","Jul",676
"Tabasco","2006","General","Jul",0
"Tamaulipas","2006","General","Jul",42
"Tlaxcala","2006","General","Jul",2
"Veracruz","2006","General","Jul",37
"Yucatan","2006","General","Jul",1
"Zacatecas","2006","General","Jul",361
"Total","2006","General","Jul",21826
"Aguascalientes","2007","General","Jul",199
"BajaCalifornia","2007","General","Jul",35
"BajaCaliforniaSur","2007","General","Jul",20
"Campeche","2007","General","Jul",5
"Coahuila","2007","General","Jul",43
"Colima","2007","General","Jul",1053
"Chiapas","2007","General","Jul",26
"Chihuahua","2007","General","Jul",53
"DistritoFederal","2007","General","Jul",56
"Durango","2007","General","Jul",831
"Guanajuato","2007","General","Jul",2906
"Guerrero","2007","General","Jul",3710
"Hidalgo","2007","General","Jul",17
"Jalisco","2007","General","Jul",5275
"Mexico","2007","General","Jul",562
"Michoacan","2007","General","Jul",2534
"Morelos","2007","General","Jul",3035
"Nayarit","2007","General","Jul",1962
"NuevoLeon","2007","General","Jul",22
"Oaxaca","2007","General","Jul",555
"Puebla","2007","General","Jul",1516
"Queretaro","2007","General","Jul",404
"QuintanaRoo","2007","General","Jul",13
"SanLuisPotosi","2007","General","Jul",64
"Sinaloa","2007","General","Jul",993
"Sonora","2007","General","Jul",752
"Tabasco","2007","General","Jul",8
"Tamaulipas","2007","General","Jul",33
"Tlaxcala","2007","General","Jul",10
"Veracruz","2007","General","Jul",26
"Yucatan","2007","General","Jul",5
"Zacatecas","2007","General","Jul",465
"Total","2007","General","Jul",27188
"Aguascalientes","2008","General","Jul",192
"BajaCalifornia","2008","General","Jul",35
"BajaCaliforniaSur","2008","General","Jul",17
"Campeche","2008","General","Jul",7
"Coahuila","2008","General","Jul",30
"Colima","2008","General","Jul",1174
"Chiapas","2008","General","Jul",35
"Chihuahua","2008","General","Jul",62
"DistritoFederal","2008","General","Jul",52
"Durango","2008","General","Jul",803
"Guanajuato","2008","General","Jul",2784
"Guerrero","2008","General","Jul",3959
"Hidalgo","2008","General","Jul",34
"Jalisco","2008","General","Jul",5130
"Mexico","2008","General","Jul",807
"Michoacan","2008","General","Jul",2837
"Morelos","2008","General","Jul",2760
"Nayarit","2008","General","Jul",1853
"NuevoLeon","2008","General","Jul",30
"Oaxaca","2008","General","Jul",561
"Puebla","2008","General","Jul",1427
"Queretaro","2008","General","Jul",426
"QuintanaRoo","2008","General","Jul",8
"SanLuisPotosi","2008","General","Jul",55
"Sinaloa","2008","General","Jul",1133
"Sonora","2008","General","Jul",740
"Tabasco","2008","General","Jul",5
"Tamaulipas","2008","General","Jul",46
"Tlaxcala","2008","General","Jul",14
"Veracruz","2008","General","Jul",23
"Yucatan","2008","General","Jul",5
"Zacatecas","2008","General","Jul",514
"Total","2008","General","Jul",27558
"Aguascalientes","2009","General","Jul",152
"BajaCalifornia","2009","General","Jul",41
"BajaCaliforniaSur","2009","General","Jul",10
"Campeche","2009","General","Jul",7
"Coahuila","2009","General","Jul",27
"Colima","2009","General","Jul",938
"Chiapas","2009","General","Jul",29
"Chihuahua","2009","General","Jul",59
"DistritoFederal","2009","General","Jul",59
"Durango","2009","General","Jul",616
"Guanajuato","2009","General","Jul",2277
"Guerrero","2009","General","Jul",4166
"Hidalgo","2009","General","Jul",24
"Jalisco","2009","General","Jul",4650
"Mexico","2009","General","Jul",696
"Michoacan","2009","General","Jul",2832
"Morelos","2009","General","Jul",2628
"Nayarit","2009","General","Jul",1671
"NuevoLeon","2009","General","Jul",42
"Oaxaca","2009","General","Jul",511
"Puebla","2009","General","Jul",1192
"Queretaro","2009","General","Jul",377
"QuintanaRoo","2009","General","Jul",18
"SanLuisPotosi","2009","General","Jul",39
"Sinaloa","2009","General","Jul",931
"Sonora","2009","General","Jul",701
"Tabasco","2009","General","Jul",2
"Tamaulipas","2009","General","Jul",43
"Tlaxcala","2009","General","Jul",11
"Veracruz","2009","General","Jul",32
"Yucatan","2009","General","Jul",3
"Zacatecas","2009","General","Jul",404
"Total","2009","General","Jul",25188
"Aguascalientes","2010","General","Jul",195
"BajaCalifornia","2010","General","Jul",13
"BajaCaliforniaSur","2010","General","Jul",9
"Campeche","2010","General","Jul",2
"Coahuila","2010","General","Jul",32
"Colima","2010","General","Jul",1082
"Chiapas","2010","General","Jul",22
"Chihuahua","2010","General","Jul",70
"DistritoFederal","2010","General","Jul",37
"Durango","2010","General","Jul",817
"Guanajuato","2010","General","Jul",2463
"Guerrero","2010","General","Jul",4163
"Hidalgo","2010","General","Jul",17
"Jalisco","2010","General","Jul",4193
"Mexico","2010","General","Jul",613
"Michoacan","2010","General","Jul",2609
"Morelos","2010","General","Jul",2401
"Nayarit","2010","General","Jul",1426
"NuevoLeon","2010","General","Jul",20
"Oaxaca","2010","General","Jul",468
"Puebla","2010","General","Jul",1365
"Queretaro","2010","General","Jul",486
"QuintanaRoo","2010","General","Jul",21
"SanLuisPotosi","2010","General","Jul",30
"Sinaloa","2010","General","Jul",945
"Sonora","2010","General","Jul",604
"Tabasco","2010","General","Jul",9
"Tamaulipas","2010","General","Jul",16
"Tlaxcala","2010","General","Jul",10
"Veracruz","2010","General","Jul",21
"Yucatan","2010","General","Jul",7
"Zacatecas","2010","General","Jul",471
"Total","2010","General","Jul",24637
"Aguascalientes","2011","General","Jul",179
"BajaCalifornia","2011","General","Jul",17
"BajaCaliforniaSur","2011","General","Jul",8
"Campeche","2011","General","Jul",9
"Coahuila","2011","General","Jul",21
"Colima","2011","General","Jul",1122
"Chiapas","2011","General","Jul",22
"Chihuahua","2011","General","Jul",63
"DistritoFederal","2011","General","Jul",44
"Durango","2011","General","Jul",672
"Guanajuato","2011","General","Jul",2430
"Guerrero","2011","General","Jul",4393
"Hidalgo","2011","General","Jul",23
"Jalisco","2011","General","Jul",4037
"Mexico","2011","General","Jul",763
"Michoacan","2011","General","Jul",2627
"Morelos","2011","General","Jul",3053
"Nayarit","2011","General","Jul",1496
"NuevoLeon","2011","General","Jul",23
"Oaxaca","2011","General","Jul",504
"Puebla","2011","General","Jul",1195
"Queretaro","2011","General","Jul",470
"QuintanaRoo","2011","General","Jul",18
"SanLuisPotosi","2011","General","Jul",50
"Sinaloa","2011","General","Jul",1013
"Sonora","2011","General","Jul",862
"Tabasco","2011","General","Jul",6
"Tamaulipas","2011","General","Jul",56
"Tlaxcala","2011","General","Jul",9
"Veracruz","2011","General","Jul",41
"Yucatan","2011","General","Jul",6
"Zacatecas","2011","General","Jul",362
"Total","2011","General","Jul",25594
"Aguascalientes","2012","General","Jul",286
"BajaCalifornia","2012","General","Jul",14
"BajaCaliforniaSur","2012","General","Jul",22
"Campeche","2012","General","Jul",11
"Coahuila","2012","General","Jul",39
"Colima","2012","General","Jul",1446
"Chiapas","2012","General","Jul",30
"Chihuahua","2012","General","Jul",75
"DistritoFederal","2012","General","Jul",56
"Durango","2012","General","Jul",937
"Guanajuato","2012","General","Jul",3336
"Guerrero","2012","General","Jul",5634
"Hidalgo","2012","General","Jul",35
"Jalisco","2012","General","Jul",4879
"Mexico","2012","General","Jul",932
"Michoacan","2012","General","Jul",3122
"Morelos","2012","General","Jul",3096
"Nayarit","2012","General","Jul",1891
"NuevoLeon","2012","General","Jul",28
"Oaxaca","2012","General","Jul",571
"Puebla","2012","General","Jul",1376
"Queretaro","2012","General","Jul",608
"QuintanaRoo","2012","General","Jul",7
"SanLuisPotosi","2012","General","Jul",52
"Sinaloa","2012","General","Jul",1370
"Sonora","2012","General","Jul",912
"Tabasco","2012","General","Jul",12
"Tamaulipas","2012","General","Jul",80
"Tlaxcala","2012","General","Jul",7
"Veracruz","2012","General","Jul",23
"Yucatan","2012","General","Jul",3
"Zacatecas","2012","General","Jul",481
"Total","2012","General","Jul",31371
"Aguascalientes","2013","General","Jul",221
"BajaCalifornia","2013","General","Jul",30
"BajaCaliforniaSur","2013","General","Jul",7
"Campeche","2013","General","Jul",8
"Coahuila","2013","General","Jul",34
"Colima","2013","General","Jul",1186
"Chiapas","2013","General","Jul",36
"Chihuahua","2013","General","Jul",64
"DistritoFederal","2013","General","Jul",77
"Durango","2013","General","Jul",1192
"Guanajuato","2013","General","Jul",3377
"Guerrero","2013","General","Jul",5726
"Hidalgo","2013","General","Jul",27
"Jalisco","2013","General","Jul",5028
"Mexico","2013","General","Jul",952
"Michoacan","2013","General","Jul",3320
"Morelos","2013","General","Jul",2905
"Nayarit","2013","General","Jul",2113
"NuevoLeon","2013","General","Jul",34
"Oaxaca","2013","General","Jul",557
"Puebla","2013","General","Jul",1229
"Queretaro","2013","General","Jul",632
"QuintanaRoo","2013","General","Jul",20
"SanLuisPotosi","2013","General","Jul",91
"Sinaloa","2013","General","Jul",1223
"Sonora","2013","General","Jul",925
"Tabasco","2013","General","Jul",3
"Tamaulipas","2013","General","Jul",82
"Tlaxcala","2013","General","Jul",7
"Veracruz","2013","General","Jul",33
"Yucatan","2013","General","Jul",2
"Zacatecas","2013","General","Jul",571
"Total","2013","General","Jul",31712
"Aguascalientes","2003","Hombres","Jul",70
"BajaCalifornia","2003","Hombres","Jul",2
"BajaCaliforniaSur","2003","Hombres","Jul",7
"Campeche","2003","Hombres","Jul",3
"Coahuila","2003","Hombres","Jul",14
"Colima","2003","Hombres","Jul",616
"Chiapas","2003","Hombres","Jul",11
"Chihuahua","2003","Hombres","Jul",48
"DistritoFederal","2003","Hombres","Jul",18
"Durango","2003","Hombres","Jul",361
"Guanajuato","2003","Hombres","Jul",802
"Guerrero","2003","Hombres","Jul",1247
"Hidalgo","2003","Hombres","Jul",19
"Jalisco","2003","Hombres","Jul",2498
"Mexico","2003","Hombres","Jul",218
"Michoacan","2003","Hombres","Jul",1380
"Morelos","2003","Hombres","Jul",1467
"Nayarit","2003","Hombres","Jul",914
"NuevoLeon","2003","Hombres","Jul",39
"Oaxaca","2003","Hombres","Jul",199
"Puebla","2003","Hombres","Jul",730
"Queretaro","2003","Hombres","Jul",202
"QuintanaRoo","2003","Hombres","Jul",1
"SanLuisPotosi","2003","Hombres","Jul",12
"Sinaloa","2003","Hombres","Jul",438
"Sonora","2003","Hombres","Jul",486
"Tabasco","2003","Hombres","Jul",1
"Tamaulipas","2003","Hombres","Jul",37
"Tlaxcala","2003","Hombres","Jul",3
"Veracruz","2003","Hombres","Jul",14
"Yucatan","2003","Hombres","Jul",6
"Zacatecas","2003","Hombres","Jul",170
"Total","2003","Hombres","Jul",12033
"Aguascalientes","2004","Hombres","Jul",178
"BajaCalifornia","2004","Hombres","Jul",5
"BajaCaliforniaSur","2004","Hombres","Jul",5
"Campeche","2004","Hombres","Jul",2
"Coahuila","2004","Hombres","Jul",6
"Colima","2004","Hombres","Jul",511
"Chiapas","2004","Hombres","Jul",10
"Chihuahua","2004","Hombres","Jul",23
"DistritoFederal","2004","Hombres","Jul",21
"Durango","2004","Hombres","Jul",340
"Guanajuato","2004","Hombres","Jul",768
"Guerrero","2004","Hombres","Jul",1162
"Hidalgo","2004","Hombres","Jul",16
"Jalisco","2004","Hombres","Jul",1818
"Mexico","2004","Hombres","Jul",215
"Michoacan","2004","Hombres","Jul",908
"Morelos","2004","Hombres","Jul",1023
"Nayarit","2004","Hombres","Jul",832
"NuevoLeon","2004","Hombres","Jul",6
"Oaxaca","2004","Hombres","Jul",146
"Puebla","2004","Hombres","Jul",592
"Queretaro","2004","Hombres","Jul",168
"QuintanaRoo","2004","Hombres","Jul",4
"SanLuisPotosi","2004","Hombres","Jul",17
"Sinaloa","2004","Hombres","Jul",418
"Sonora","2004","Hombres","Jul",425
"Tabasco","2004","Hombres","Jul",3
"Tamaulipas","2004","Hombres","Jul",13
"Tlaxcala","2004","Hombres","Jul",4
"Veracruz","2004","Hombres","Jul",9
"Yucatan","2004","Hombres","Jul",1
"Zacatecas","2004","Hombres","Jul",113
"Total","2004","Hombres","Jul",9762
"Aguascalientes","2005","Hombres","Jul",80
"BajaCalifornia","2005","Hombres","Jul",13
"BajaCaliforniaSur","2005","Hombres","Jul",9
"Campeche","2005","Hombres","Jul",0
"Coahuila","2005","Hombres","Jul",11
"Colima","2005","Hombres","Jul",483
"Chiapas","2005","Hombres","Jul",6
"Chihuahua","2005","Hombres","Jul",6
"DistritoFederal","2005","Hombres","Jul",23
"Durango","2005","Hombres","Jul",312
"Guanajuato","2005","Hombres","Jul",961
"Guerrero","2005","Hombres","Jul",1359
"Hidalgo","2005","Hombres","Jul",12
"Jalisco","2005","Hombres","Jul",2198
"Mexico","2005","Hombres","Jul",242
"Michoacan","2005","Hombres","Jul",1141
"Morelos","2005","Hombres","Jul",1300
"Nayarit","2005","Hombres","Jul",767
"NuevoLeon","2005","Hombres","Jul",13
"Oaxaca","2005","Hombres","Jul",152
"Puebla","2005","Hombres","Jul",603
"Queretaro","2005","Hombres","Jul",153
"QuintanaRoo","2005","Hombres","Jul",7
"SanLuisPotosi","2005","Hombres","Jul",18
"Sinaloa","2005","Hombres","Jul",306
"Sonora","2005","Hombres","Jul",304
"Tabasco","2005","Hombres","Jul",1
"Tamaulipas","2005","Hombres","Jul",11
"Tlaxcala","2005","Hombres","Jul",2
"Veracruz","2005","Hombres","Jul",7
"Yucatan","2005","Hombres","Jul",1
"Zacatecas","2005","Hombres","Jul",157
"Total","2005","Hombres","Jul",10658
"Aguascalientes","2006","Hombres","Jul",81
"BajaCalifornia","2006","Hombres","Jul",10
"BajaCaliforniaSur","2006","Hombres","Jul",9
"Campeche","2006","Hombres","Jul",0
"Coahuila","2006","Hombres","Jul",5
"Colima","2006","Hombres","Jul",456
"Chiapas","2006","Hombres","Jul",10
"Chihuahua","2006","Hombres","Jul",18
"DistritoFederal","2006","Hombres","Jul",13
"Durango","2006","Hombres","Jul",313
"Guanajuato","2006","Hombres","Jul",1106
"Guerrero","2006","Hombres","Jul",1517
"Hidalgo","2006","Hombres","Jul",14
"Jalisco","2006","Hombres","Jul",2307
"Mexico","2006","Hombres","Jul",194
"Michoacan","2006","Hombres","Jul",1160
"Morelos","2006","Hombres","Jul",1151
"Nayarit","2006","Hombres","Jul",779
"NuevoLeon","2006","Hombres","Jul",7
"Oaxaca","2006","Hombres","Jul",143
"Puebla","2006","Hombres","Jul",583
"Queretaro","2006","Hombres","Jul",155
"QuintanaRoo","2006","Hombres","Jul",7
"SanLuisPotosi","2006","Hombres","Jul",21
"Sinaloa","2006","Hombres","Jul",361
"Sonora","2006","Hombres","Jul",285
"Tabasco","2006","Hombres","Jul",0
"Tamaulipas","2006","Hombres","Jul",20
"Tlaxcala","2006","Hombres","Jul",1
"Veracruz","2006","Hombres","Jul",15
"Yucatan","2006","Hombres","Jul",0
"Zacatecas","2006","Hombres","Jul",186
"Total","2006","Hombres","Jul",10927
"Aguascalientes","2007","Hombres","Jul",105
"BajaCalifornia","2007","Hombres","Jul",9
"BajaCaliforniaSur","2007","Hombres","Jul",12
"Campeche","2007","Hombres","Jul",1
"Coahuila","2007","Hombres","Jul",18
"Colima","2007","Hombres","Jul",612
"Chiapas","2007","Hombres","Jul",10
"Chihuahua","2007","Hombres","Jul",25
"DistritoFederal","2007","Hombres","Jul",26
"Durango","2007","Hombres","Jul",416
"Guanajuato","2007","Hombres","Jul",1438
"Guerrero","2007","Hombres","Jul",1781
"Hidalgo","2007","Hombres","Jul",6
"Jalisco","2007","Hombres","Jul",2784
"Mexico","2007","Hombres","Jul",265
"Michoacan","2007","Hombres","Jul",1303
"Morelos","2007","Hombres","Jul",1605
"Nayarit","2007","Hombres","Jul",1135
"NuevoLeon","2007","Hombres","Jul",14
"Oaxaca","2007","Hombres","Jul",246
"Puebla","2007","Hombres","Jul",744
"Queretaro","2007","Hombres","Jul",205
"QuintanaRoo","2007","Hombres","Jul",7
"SanLuisPotosi","2007","Hombres","Jul",20
"Sinaloa","2007","Hombres","Jul",453
"Sonora","2007","Hombres","Jul",322
"Tabasco","2007","Hombres","Jul",4
"Tamaulipas","2007","Hombres","Jul",13
"Tlaxcala","2007","Hombres","Jul",6
"Veracruz","2007","Hombres","Jul",14
"Yucatan","2007","Hombres","Jul",0
"Zacatecas","2007","Hombres","Jul",223
"Total","2007","Hombres","Jul",13822
"Aguascalientes","2008","Hombres","Jul",92
"BajaCalifornia","2008","Hombres","Jul",12
"BajaCaliforniaSur","2008","Hombres","Jul",4
"Campeche","2008","Hombres","Jul",2
"Coahuila","2008","Hombres","Jul",14
"Colima","2008","Hombres","Jul",692
"Chiapas","2008","Hombres","Jul",13
"Chihuahua","2008","Hombres","Jul",28
"DistritoFederal","2008","Hombres","Jul",17
"Durango","2008","Hombres","Jul",356
"Guanajuato","2008","Hombres","Jul",1376
"Guerrero","2008","Hombres","Jul",1996
"Hidalgo","2008","Hombres","Jul",17
"Jalisco","2008","Hombres","Jul",2777
"Mexico","2008","Hombres","Jul",395
"Michoacan","2008","Hombres","Jul",1559
"Morelos","2008","Hombres","Jul",1405
"Nayarit","2008","Hombres","Jul",1058
"NuevoLeon","2008","Hombres","Jul",12
"Oaxaca","2008","Hombres","Jul",249
"Puebla","2008","Hombres","Jul",691
"Queretaro","2008","Hombres","Jul",192
"QuintanaRoo","2008","Hombres","Jul",5
"SanLuisPotosi","2008","Hombres","Jul",21
"Sinaloa","2008","Hombres","Jul",521
"Sonora","2008","Hombres","Jul",294
"Tabasco","2008","Hombres","Jul",2
"Tamaulipas","2008","Hombres","Jul",21
"Tlaxcala","2008","Hombres","Jul",6
"Veracruz","2008","Hombres","Jul",9
"Yucatan","2008","Hombres","Jul",2
"Zacatecas","2008","Hombres","Jul",250
"Total","2008","Hombres","Jul",14088
"Aguascalientes","2009","Hombres","Jul",87
"BajaCalifornia","2009","Hombres","Jul",19
"BajaCaliforniaSur","2009","Hombres","Jul",5
"Campeche","2009","Hombres","Jul",3
"Coahuila","2009","Hombres","Jul",8
"Colima","2009","Hombres","Jul",514
"Chiapas","2009","Hombres","Jul",10
"Chihuahua","2009","Hombres","Jul",28
"DistritoFederal","2009","Hombres","Jul",27
"Durango","2009","Hombres","Jul",303
"Guanajuato","2009","Hombres","Jul",1115
"Guerrero","2009","Hombres","Jul",2079
"Hidalgo","2009","Hombres","Jul",8
"Jalisco","2009","Hombres","Jul",2531
"Mexico","2009","Hombres","Jul",346
"Michoacan","2009","Hombres","Jul",1466
"Morelos","2009","Hombres","Jul",1350
"Nayarit","2009","Hombres","Jul",875
"NuevoLeon","2009","Hombres","Jul",15
"Oaxaca","2009","Hombres","Jul",230
"Puebla","2009","Hombres","Jul",606
"Queretaro","2009","Hombres","Jul",198
"QuintanaRoo","2009","Hombres","Jul",4
"SanLuisPotosi","2009","Hombres","Jul",14
"Sinaloa","2009","Hombres","Jul",430
"Sonora","2009","Hombres","Jul",283
"Tabasco","2009","Hombres","Jul",1
"Tamaulipas","2009","Hombres","Jul",14
"Tlaxcala","2009","Hombres","Jul",4
"Veracruz","2009","Hombres","Jul",17
"Yucatan","2009","Hombres","Jul",2
"Zacatecas","2009","Hombres","Jul",183
"Total","2009","Hombres","Jul",12775
"Aguascalientes","2010","Hombres","Jul",102
"BajaCalifornia","2010","Hombres","Jul",4
"BajaCaliforniaSur","2010","Hombres","Jul",3
"Campeche","2010","Hombres","Jul",0
"Coahuila","2010","Hombres","Jul",14
"Colima","2010","Hombres","Jul",633
"Chiapas","2010","Hombres","Jul",8
"Chihuahua","2010","Hombres","Jul",33
"DistritoFederal","2010","Hombres","Jul",18
"Durango","2010","Hombres","Jul",382
"Guanajuato","2010","Hombres","Jul",1194
"Guerrero","2010","Hombres","Jul",2020
"Hidalgo","2010","Hombres","Jul",5
"Jalisco","2010","Hombres","Jul",2323
"Mexico","2010","Hombres","Jul",304
"Michoacan","2010","Hombres","Jul",1378
"Morelos","2010","Hombres","Jul",1263
"Nayarit","2010","Hombres","Jul",846
"NuevoLeon","2010","Hombres","Jul",7
"Oaxaca","2010","Hombres","Jul",177
"Puebla","2010","Hombres","Jul",655
"Queretaro","2010","Hombres","Jul",204
"QuintanaRoo","2010","Hombres","Jul",9
"SanLuisPotosi","2010","Hombres","Jul",13
"Sinaloa","2010","Hombres","Jul",435
"Sonora","2010","Hombres","Jul",225
"Tabasco","2010","Hombres","Jul",3
